env,h,model,tang,metric,p25,p50,p75,iqr,n_chuoi,n_loai,cv_p50,ti_le_cham_chan_p50
E1,1,seasonal,vua,r2,-1.6297483406911717,-0.7932921349855722,-0.344795799459626,1.2849525412315457,243,2,0.497391,0.085579
E1,1,seasonal,cao,mae,1.7048116623261134,15.163142040201288,54.97897742912194,53.274165766795825,245,0,1.266228,0.694067
E1,1,seasonal,cao,rmse,4.993537610022927,23.33409409167248,68.52510129593269,63.53156368590976,245,0,1.266228,0.694067
E1,1,seasonal,cao,smape,34.111273762750365,109.83807699392428,137.79305774349064,103.68178398074028,245,0,1.266228,0.694067
E1,1,seasonal,cao,mase,1.6236528227000966,4.568033744073462,11.566604454073294,9.942951631373198,245,0,1.266228,0.694067
E1,1,seasonal,cao,r2,-1.9375275883033072,-1.2837615207415625,-0.39415700621000566,1.5433705820933015,242,3,1.266228,0.694067
E1,1,lr,thap,mae,0.1217399453316186,0.1370234667680626,0.2308899936418772,0.10915004831025861,245,0,0.130146,0.019106
E1,1,lr,thap,rmse,0.1756230350101942,0.2020418954275356,0.3832001486153577,0.20757711360516354,245,0,0.130146,0.019106
E1,1,lr,thap,smape,6.528173494772198,7.748392236758141,9.49513352062897,2.966960025856772,245,0,0.130146,0.019106
E1,1,lr,thap,mase,1.3148801265972807,1.614671943051673,1.8968573779091489,0.5819772513118682,245,0,0.130146,0.019106
E1,1,lr,thap,r2,-1.3775437050643975,-0.8990031596637253,-0.3900305963086552,0.9875131087557423,245,0,0.130146,0.019106
E1,1,lr,vua,mae,0.3290591894087304,0.5988871437365062,4.020577831672565,3.6915186422638344,245,0,0.497391,0.085579
E1,1,lr,vua,rmse,0.6364290039807547,1.419700104211468,7.569606035594448,6.933177031613693,245,0,0.497391,0.085579
E1,1,lr,vua,smape,12.93695759694899,19.57089204150078,29.675789928680626,16.738832331731636,245,0,0.497391,0.085579
E1,1,lr,vua,mase,1.1619717548027195,1.4406520444248527,2.0611406320926347,0.8991688772899151,245,0,0.497391,0.085579
E1,1,lr,vua,r2,-0.9880289730131827,-0.1687136305781873,0.6906167514947921,1.678645724507975,243,2,0.497391,0.085579
E1,1,lr,cao,mae,1.0878010520126549,3.348992999752031,4.835076954093743,3.7472759020810877,245,0,1.266228,0.694067
E1,1,lr,cao,rmse,3.1068818910830367,7.413732407004364,10.517686199568992,7.410804308485956,245,0,1.266228,0.694067
E1,1,lr,cao,smape,19.10522203438573,24.8797373965747,41.41951504296856,22.314293008582833,245,0,1.266228,0.694067
E1,1,lr,cao,mase,0.892568692906325,1.218526450589409,1.5563042773628804,0.6637355844565553,245,0,1.266228,0.694067
E1,1,lr,cao,r2,0.2866479227363826,0.7369636694884469,0.9412531404485427,0.6546052177121601,242,3,1.266228,0.694067
E1,1,ridge,thap,mae,0.1218422282801952,0.1371102274268118,0.2309425173926675,0.1091002891124723,245,0,0.130146,0.019106
E1,1,ridge,thap,rmse,0.1756977603039224,0.2021200952064021,0.3832812766862518,0.20758351638232939,245,0,0.130146,0.019106
E1,1,ridge,thap,smape,6.53176398600132,7.752155161619699,9.497368425609446,2.965604439608126,245,0,0.130146,0.019106
E1,1,ridge,thap,mase,1.315722565525972,1.615707024482778,1.8981936219828035,0.5824710564568314,245,0,0.130146,0.019106
E1,1,ridge,thap,r2,-1.379476162097769,-0.8996000642632174,-0.390135662526349,0.9893404995714199,245,0,0.130146,0.019106
