env,h,model,split,metric,p25,p50,p75,iqr,n_chuoi,n_loai,n_dong_dung,n_dong_test
E1,12,seasonal,test,r2,-1.6598809831819283,-0.8908985499526633,-0.3793112570197209,1.280569726162207,730,5,246225,246225
E1,12,lr,test,mae,0.6644664769148945,1.0489235994031263,7.436683478425534,6.77221700151064,735,0,246225,246225
E1,12,lr,test,rmse,0.7564451491240822,1.488149051313678,16.697723290455635,15.941278141331551,735,0,246225,246225
E1,12,lr,test,smape,29.69468972488429,41.902276556397126,60.98357052089766,31.28888079601337,735,0,246225,246225
E1,12,lr,test,mase,2.641984639489105,4.035789659003808,7.609173437733666,4.967188798244561,735,0,246225,246225
E1,12,lr,test,r2,-7.758406648846436,-0.9403316415301508,-0.0056399197407918,7.752766729105645,730,5,246225,246225
E1,12,ridge,test,mae,0.6644992406095438,1.0489916305433542,7.436486938959473,6.771987698349929,735,0,246225,246225
E1,12,ridge,test,rmse,0.7564918974440794,1.4882409663359195,16.697517798131706,15.941025900687627,735,0,246225,246225
E1,12,ridge,test,smape,29.69562880629764,41.90260113912252,60.980701225408815,31.28507241911118,735,0,246225,246225
E1,12,ridge,test,mase,2.641962984963789,4.035806542064656,7.609214374165331,4.967251389201542,735,0,246225,246225
E1,12,ridge,test,r2,-7.759368778065327,-0.9404935371614236,-0.0056478849336981,7.753720893131629,730,5,246225,246225
E1,12,xgb,test,mae,0.2430657855689779,0.6390367810168669,7.328210389786099,7.08514460421712,735,0,246225,246225
E1,12,xgb,test,rmse,0.3737853631936877,1.237562979019766,16.27666653232057,15.90288116912688,735,0,246225,246225
E1,12,xgb,test,smape,11.89350736892286,20.437621931261983,59.70735333785308,47.81384596893022,735,0,246225,246225
E1,12,xgb,test,mase,1.4958524718058974,2.164783324667043,3.718938647540944,2.2230861757350464,735,0,246225,246225
E1,12,xgb,test,r2,-0.8304774612473929,-0.2423744705153393,0.098028794930212,0.9285062561776048,730,5,246225,246225
E2,1,naive,test,mae,0.1493514313239746,0.4140311037709882,1.5524841728598957,1.403132741535921,302,0,104492,104492
E2,1,naive,test,rmse,0.3539186649903049,1.1163320988389458,4.616851088334903,4.262932423344598,302,0,104492,104492
E2,1,naive,test,smape,5.133720752279617,10.84516067824362,19.90302285768643,14.769302105406814,302,0,104492,104492
E2,1,naive,test,mase,0.8403180781954053,1.0366111468479566,1.5005089953693287,0.6601909171739234,302,0,104492,104492
E2,1,naive,test,r2,-0.7968314539756255,-0.0710302374440685,0.628646891282471,1.4254783452580964,302,0,104492,104492
E2,1,ma6,test,mae,0.1538527043765483,0.4099831406551059,2.672728862739701,2.518876158363153,302,0,104492,104492
E2,1,ma6,test,rmse,0.2909994948619503,1.0725498450752826,6.942744540006254,6.651745045144304,302,0,104492,104492
E2,1,ma6,test,smape,5.641191225657653,12.64980019928802,27.62023059027881,21.979039364621155,302,0,104492,104492
E2,1,ma6,test,mase,0.7833682804904883,1.131888108743642,2.344000779279049,1.5606324987885607,302,0,104492,104492
E2,1,ma6,test,r2,-0.2019030212423998,-0.0653761582364315,0.351984499613185,0.5538875208555849,302,0,104492,104492
E2,1,seasonal,test,mae,0.2314349366914395,0.5996881881365262,3.6570247691454334,3.4255898324539946,302,0,104492,104492
E2,1,seasonal,test,rmse,0.4327348549244975,1.310730097897849,8.944734444010859,8.511999589086361,302,0,104492,104492
E2,1,seasonal,test,smape,9.607966616482017,18.94994804382252,46.64013501517019,37.03216839868817,302,0,104492,104492
E2,1,seasonal,test,mase,1.0312831008141004,1.736112451523507,3.617974395622676,2.586691294808576,302,0,104492,104492
E2,1,seasonal,test,r2,-1.4779786944172528,-0.8953840406387032,-0.2338242989170905,1.2441543955001624,302,0,104492,104492
E2,1,lr,test,mae,0.2369638412509974,0.5107474132441241,1.9285254637039368,1.6915616224529395,302,0,104492,104492
E2,1,lr,test,rmse,0.3968424493215673,1.1563151976089858,4.71000115179666,4.313158702475093,302,0,104492,104492
E2,1,lr,test,smape,10.42113625355131,17.82522788222815,34.45650496769539,24.03536871414408,302,0,104492,104492
E2,1,lr,test,mase,1.12711194149394,1.593479530895871,2.191880083685336,1.0647681421913957,302,0,104492,104492
E2,1,lr,test,r2,-1.1333522181682762,-0.2749814976913446,0.6317048789142614,1.7650570970825377,302,0,104492,104492
E2,1,ridge,test,mae,0.2370365423799184,0.5107622627249901,1.9285834824517183,1.6915469400718,302,0,104492,104492
E2,1,ridge,test,rmse,0.3968916990001923,1.1563190221939674,4.710429609762064,4.313537910761872,302,0,104492,104492
E2,1,ridge,test,smape,10.426596176922123,17.827341706249328,34.45773174092443,24.031135564002305,302,0,104492,104492
E2,1,ridge,test,mase,1.1272873179352367,1.594149347181582,2.1928208724962066,1.06553355456097,302,0,104492,104492
E2,1,ridge,test,r2,-1.133363695141782,-0.2749619531269577,0.6316929638137725,1.7650566589555543,302,0,104492,104492
E2,1,xgb,test,mae,0.1602755286470117,0.4105843619443219,1.6438885303102937,1.4836130016632818,302,0,104492,104492
E2,1,xgb,test,rmse,0.2901347849481641,1.1499333184119829,4.227378995840165,3.937244210892001,302,0,104492,104492
E2,1,xgb,test,smape,6.229038073825019,12.396145315718982,28.543654779879805,22.314616706054785,302,0,104492,104492
E2,1,xgb,test,mase,0.8449949704321078,1.04894406387378,1.7299614851775804,0.8849665147454726,302,0,104492,104492
E2,1,xgb,test,r2,-0.1572367621743861,0.145143383070761,0.705434516000865,0.8626712781752512,302,0,104492,104492
E2,6,naive,test,mae,0.1703550481776288,0.4807987711213518,3.186587068845133,3.0162320206675046,302,0,102982,102982
E2,6,naive,test,rmse,0.3675436949653333,1.3919800593738558,9.145744634868167,8.778200939902835,302,0,102982,102982
E2,6,naive,test,smape,6.234226986774637,14.040678358325197,28.015010377143867,21.78078339036923,302,0,102982,102982
E2,6,naive,test,mase,0.9502681275515148,1.3738582862275623,2.7237365917698964,1.7734684642183816,302,0,102982,102982
E2,6,naive,test,r2,-1.0212537378616848,-0.7373032450367851,-0.0334340520905988,0.987819685771086,302,0,102982,102982
